Airline,Date_of_Journey,Source,Destination,Route,Stop 1,Stop 2,Stop 3,Stop 4,Dep_Time,Arrival_Details,Arrival_Date,Arrival_Time,No_of_Days,Duration_hour,Duration_minute,Total_Stops,Additional_Info,Price,Price_Bucket
Multiple carriers,09-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,11:30,21:00,09-05-2019,9:00 PM,0,9,30,1,No info,13727,MEDIUM
SpiceJet,24-06-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,17:55,22:50,24-06-2019,10:50 PM,0,4,55,1,No info,4957,LOW
Jet Airways,03-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,13:00,19:00,03-06-2019,7:00 PM,0,6,0,1,In-flight meal not included,10262,MEDIUM
SpiceJet,03-04-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,5:45,7:15,03-04-2019,7:15 AM,0,1,30,0,No info,2017,LOW
Jet Airways,27-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,18:15,28-03-2019 4:25,28-3-2019,4:25 AM,0,10,10,1,No info,12242,MEDIUM
Jet Airways,01-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,10:20,11:50,01-03-2019,11:50 AM,0,1,30,0,No info,10875,MEDIUM
Jet Airways,09-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,14:05,20:45,09-06-2019,8:45 PM,0,6,40,1,In-flight meal not included,10844,MEDIUM
Air Asia,03-06-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,10:20,12:55,03-06-2019,12:55 PM,0,2,35,0,No info,4409,LOW
Air India,21-03-2019,Banglore,New Delhi,BLR?COK?DEL,COK,NoSTOP,NoSTOP,NoSTOP,6:55,23:20,21-03-2019,11:20 PM,0,16,25,1,No info,6987,LOW
Jet Airways,27-03-2019,Delhi,Cochin,DEL?BHO?BOM?COK,BHO,BOM,NoSTOP,NoSTOP,5:40,28-03-2019 4:25,28-3-2019,4:25 AM,0,22,45,2,No info,12074,MEDIUM
Multiple carriers,06-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,11:25,19:15,06-06-2019,7:15 PM,0,7,50,1,No info,7354,LOW
Air India,03-06-2019,Delhi,Cochin,DEL?CCU?BOM?COK,CCU,BOM,NoSTOP,NoSTOP,16:55,04-06-2019 19:15,4-6-2019,7:15 PM,1,26,20,2,No info,13381,MEDIUM
Air India,15-06-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,5:10,8:00,15-06-2019,8:00 AM,0,2,50,0,No info,5201,LOW
Jet Airways,01-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,16:30,02-05-2019 12:00,2-5-2019,12:00 PM,0,19,30,1,In-flight meal not included,9663,LOW
Air India,09-05-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:05,21:10,09-05-2019,9:10 PM,0,3,5,0,No info,6094,LOW
Jet Airways,12-05-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,11:00,14:15,12-05-2019,2:15 PM,0,3,15,0,In-flight meal not included,7202,LOW
Vistara,06-06-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,17:45,20:05,06-06-2019,8:05 PM,0,2,20,0,No info,11982,MEDIUM
Jet Airways,21-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,7:00,16:10,21-03-2019,4:10 PM,0,9,10,1,In-flight meal not included,7832,LOW
Air India,09-03-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,11:40,13:55,09-03-2019,1:55 PM,0,2,15,0,No info,7817,LOW
Jet Airways,18-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,13:00,19:00,18-05-2019,7:00 PM,0,6,0,1,In-flight meal not included,12373,MEDIUM
Jet Airways,18-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,8:25,18:15,18-05-2019,6:15 PM,0,9,50,1,In-flight meal not included,10844,MEDIUM
Jet Airways,09-06-2019,Delhi,Cochin,DEL?NAG?BOM?COK,NAG,BOM,NoSTOP,NoSTOP,6:45,10-06-2019 12:35,10-6-2019,12:35 PM,1,29,50,2,No info,13376,MEDIUM
Multiple carriers,27-06-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,9:45,16:10,27-06-2019,4:10 PM,0,6,25,1,No info,9646,LOW
SpiceJet,06-06-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,22:20,07-06-2019 0:40,7-6-2019,12:40 AM,0,2,20,0,No check-in baggage included,3841,LOW
SpiceJet,21-03-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,16:35,22:50,21-03-2019,10:50 PM,0,6,15,1,No info,4957,LOW
IndiGo,09-03-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,21:25,10-03-2019 0:05,10-3-2019,12:05 AM,0,2,40,0,No info,4148,LOW
Jet Airways,01-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,22:50,02-03-2019 5:05,2-3-2019,5:05 AM,0,6,15,1,No info,26890,VERY HIGH
Jet Airways,27-03-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,19:10,28-03-2019 19:45,28-3-2019,7:45 PM,0,24,35,2,In-flight meal not included,8834,LOW
IndiGo,24-04-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,2:00,7:45,24-04-2019,7:45 AM,0,5,45,1,No info,5241,LOW
Jet Airways,27-05-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,11:00,14:15,27-05-2019,2:15 PM,0,3,15,0,In-flight meal not included,7989,LOW
IndiGo,12-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:35,13-06-2019 1:30,13-6-2019,1:30 AM,0,14,55,1,No info,5883,LOW
Air Asia,18-05-2019,Kolkata,Banglore,CCU?BBI?BLR,BBI,NoSTOP,NoSTOP,NoSTOP,6:50,10:30,18-05-2019,10:30 AM,0,3,40,1,No info,6857,LOW
SpiceJet,15-03-2019,Banglore,New Delhi,BLR?HYD?DEL,HYD,NoSTOP,NoSTOP,NoSTOP,15:35,23:40,15-03-2019,11:40 PM,0,8,5,1,No info,5822,LOW
Jet Airways,09-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,15:00,10-06-2019 4:25,10-6-2019,4:25 AM,0,13,25,1,In-flight meal not included,10262,MEDIUM
Jet Airways,12-06-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,7:05,8:30,12-06-2019,8:30 AM,0,1,25,0,In-flight meal not included,4995,LOW
SpiceJet,21-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,9:30,12:20,21-04-2019,12:20 PM,0,2,50,0,No info,4991,LOW
Jet Airways,06-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,5:45,21:20,06-03-2019,9:20 PM,0,15,35,1,No info,16736,HIGH
Jet Airways,12-06-2019,Delhi,Cochin,DEL?JDH?BOM?COK,JDH,BOM,NoSTOP,NoSTOP,11:40,19:00,12-06-2019,7:00 PM,0,7,20,2,No info,18804,HIGH
IndiGo,01-06-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,8:35,22:30,01-06-2019,10:30 PM,0,13,55,1,No info,6442,LOW
Air India,18-03-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,14:15,16:45,18-03-2019,4:45 PM,0,2,30,0,No info,5170,LOW
SpiceJet,18-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,20:30,23:20,18-03-2019,11:20 PM,0,2,50,0,No info,4377,LOW
Jet Airways,09-06-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,11:00,14:15,09-06-2019,2:15 PM,0,3,15,0,No info,9564,LOW
SpiceJet,27-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,5:55,8:35,27-06-2019,8:35 AM,0,2,40,0,No check-in baggage included,3573,LOW
Jet Airways,06-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,17:30,07-03-2019 19:45,7-3-2019,7:45 PM,1,26,15,1,No info,17024,HIGH
Air Asia,21-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,4:55,7:45,21-05-2019,7:45 AM,0,2,50,0,No info,3383,LOW
Jet Airways,01-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,14:05,20:20,01-03-2019,8:20 PM,0,6,15,1,No info,27992,VERY HIGH
Jet Airways,12-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,8:20,11:20,12-05-2019,11:20 AM,0,3,0,0,No info,7229,LOW
Jet Airways,15-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,5:45,10:25,15-03-2019,10:25 AM,0,4,40,1,In-flight meal not included,9134,LOW
Air India,21-06-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,15:00,16:25,21-06-2019,4:25 PM,0,1,25,0,No info,3100,LOW
Multiple carriers,15-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,21:00,15-05-2019,9:00 PM,0,12,0,1,No info,13727,MEDIUM
Vistara,01-04-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,7:10,20:20,01-04-2019,8:20 PM,0,13,10,1,No info,8452,LOW
Jet Airways,03-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:00,19:00,03-06-2019,7:00 PM,0,9,0,1,No info,14714,MEDIUM
Jet Airways,15-03-2019,Banglore,New Delhi,BLR?MAA?DEL,MAA,NoSTOP,NoSTOP,NoSTOP,9:45,15:55,15-03-2019,3:55 PM,0,6,10,1,In-flight meal not included,7280,LOW
Air India,06-03-2019,Mumbai,Hyderabad,BOM?GOI?PNQ?HYD,GOI,PNQ,NoSTOP,NoSTOP,13:30,16:55,06-03-2019,4:55 PM,0,3,25,2,No info,18797,HIGH
IndiGo,03-06-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,12:00,13:30,03-06-2019,1:30 PM,0,1,30,0,No info,2754,LOW
Air Asia,03-06-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,22:50,04-06-2019 1:20,4-6-2019,1:20 AM,0,2,30,0,No info,4409,LOW
IndiGo,27-04-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,14:20,17:35,27-04-2019,5:35 PM,0,3,15,0,No info,5021,LOW
Jet Airways,09-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:30,8:00,09-03-2019,8:00 AM,0,1,30,0,No info,8040,LOW
Air India,15-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,19:15,15-06-2019,7:15 PM,0,10,15,1,No info,10454,MEDIUM
Multiple carriers,15-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,3:50,12:35,15-05-2019,12:35 PM,0,8,45,1,No info,10197,MEDIUM
Air India,12-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:10,8:55,12-05-2019,8:55 AM,0,2,45,0,No info,5228,LOW
Jet Airways,09-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,14:00,19:00,09-06-2019,7:00 PM,0,5,0,1,No info,14714,MEDIUM
Air India,15-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:10,8:55,15-03-2019,8:55 AM,0,2,45,0,No info,7276,LOW
IndiGo,27-03-2019,Delhi,Cochin,DEL?BBI?COK,BBI,NoSTOP,NoSTOP,NoSTOP,2:35,8:30,27-03-2019,8:30 AM,0,5,55,1,No info,7731,LOW
Air Asia,18-05-2019,Kolkata,Banglore,CCU?BBI?BLR,BBI,NoSTOP,NoSTOP,NoSTOP,19:55,23:30,18-05-2019,11:30 PM,0,3,35,1,No info,6857,LOW
Air India,18-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,5:45,8:45,18-06-2019,8:45 AM,0,3,0,0,No info,6961,LOW
Jet Airways,21-03-2019,Delhi,Cochin,DEL?BDQ?BOM?COK,BDQ,BOM,NoSTOP,NoSTOP,10:45,22-03-2019 4:25,22-3-2019,4:25 AM,0,17,40,2,In-flight meal not included,7791,LOW
IndiGo,21-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,10:10,13:00,21-03-2019,1:00 PM,0,2,50,0,No info,4777,LOW
Jet Airways,09-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,19:15,10-03-2019 4:25,10-3-2019,4:25 AM,0,9,10,1,No info,16289,HIGH
Jet Airways,01-04-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,18:55,02-04-2019 4:40,2-4-2019,4:40 AM,0,9,45,1,No info,12681,MEDIUM
IndiGo,27-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:25,21:20,27-04-2019,9:20 PM,0,2,55,0,No info,4823,LOW
Jet Airways,09-06-2019,Delhi,Cochin,DEL?JAI?BOM?COK,JAI,BOM,NoSTOP,NoSTOP,9:40,10-06-2019 12:35,10-6-2019,12:35 PM,1,26,55,2,No info,13014,MEDIUM
Jet Airways,06-04-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:05,19:00,06-04-2019,7:00 PM,0,11,55,1,In-flight meal not included,5406,LOW
Multiple carriers,15-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:30,19:00,15-05-2019,7:00 PM,0,11,30,1,No info,9315,LOW
Air India,09-05-2019,Delhi,Cochin,DEL?MAA?COK,MAA,NoSTOP,NoSTOP,NoSTOP,12:30,10-05-2019 9:25,10-5-2019,9:25 AM,0,20,55,1,No info,7480,LOW
Jet Airways,18-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,14:05,19:10,18-03-2019,7:10 PM,0,5,5,1,No info,14815,MEDIUM
Air India,24-03-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,20:30,25-03-2019 16:15,25-3-2019,4:15 PM,0,19,45,1,No info,12173,MEDIUM
Air India,15-03-2019,Banglore,New Delhi,BLR?CCU?BBI?DEL,CCU,BBI,NoSTOP,NoSTOP,5:50,23:45,15-03-2019,11:45 PM,0,17,55,2,No info,7664,LOW
Air India,06-06-2019,Delhi,Cochin,DEL?HYD?BOM?COK,HYD,BOM,NoSTOP,NoSTOP,17:15,07-06-2019 19:15,7-6-2019,7:15 PM,1,26,0,2,No info,12777,MEDIUM
Multiple carriers,27-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:30,19:15,27-05-2019,7:15 PM,0,11,45,1,No info,8837,LOW
Jet Airways,01-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,21:10,02-05-2019 10:05,2-5-2019,10:05 AM,0,12,55,1,In-flight meal not included,10844,MEDIUM
Jet Airways,24-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,6:30,19:50,24-05-2019,7:50 PM,0,13,20,1,No info,14571,MEDIUM
IndiGo,15-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:30,21:00,15-06-2019,9:00 PM,0,13,30,1,No info,6093,LOW
IndiGo,06-03-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,8:35,16:10,06-03-2019,4:10 PM,0,7,35,1,No info,7514,LOW
IndiGo,18-05-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,14:25,17:40,18-05-2019,5:40 PM,0,3,15,0,No info,6015,LOW
Jet Airways,21-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:00,22-05-2019 4:25,22-5-2019,4:25 AM,0,18,25,1,In-flight meal not included,12898,MEDIUM
Air India,01-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,19:00,02-06-2019 19:15,2-6-2019,7:15 PM,0,24,15,1,No info,8792,LOW
IndiGo,15-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,8:30,11:20,15-05-2019,11:20 AM,0,2,50,0,No info,4823,LOW
SpiceJet,01-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,5:55,8:35,01-04-2019,8:35 AM,0,2,40,0,No check-in baggage included,3919,LOW
IndiGo,01-05-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,13:15,15:35,01-05-2019,3:35 PM,0,2,20,0,No info,3597,LOW
SpiceJet,21-05-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,5:45,7:15,21-05-2019,7:15 AM,0,1,30,0,No info,2017,LOW
Air Asia,27-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,23:55,28-06-2019 2:45,28-6-2019,2:45 AM,0,2,50,0,No info,3383,LOW
SpiceJet,18-06-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,22:45,19-06-2019 0:15,19-6-2019,12:15 AM,0,1,30,0,No check-in baggage included,1965,LOW
Jet Airways,24-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,2:15,12:35,24-06-2019,12:35 PM,0,10,20,1,In-flight meal not included,10262,MEDIUM
Jet Airways,03-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,16:00,04-03-2019 4:25,4-3-2019,4:25 AM,0,12,25,1,No info,17234,HIGH
Jet Airways,09-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,20:00,10-06-2019 4:40,10-6-2019,4:40 AM,0,8,40,1,No info,14178,MEDIUM
IndiGo,03-06-2019,Delhi,Cochin,DEL?MAA?COK,MAA,NoSTOP,NoSTOP,NoSTOP,2:00,7:25,03-06-2019,7:25 AM,0,5,25,1,No info,5636,LOW
IndiGo,15-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:55,21:50,15-04-2019,9:50 PM,0,2,55,0,No info,4823,LOW
Air India,21-05-2019,Delhi,Cochin,DEL?MAA?COK,MAA,NoSTOP,NoSTOP,NoSTOP,12:30,22-05-2019 9:25,22-5-2019,9:25 AM,0,20,55,1,No info,7480,LOW
Jet Airways,09-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,18:55,10-06-2019 16:20,10-6-2019,4:20 PM,0,21,25,1,No info,14571,MEDIUM
IndiGo,01-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,9:10,10:40,01-03-2019,10:40 AM,0,1,30,0,No info,13999,MEDIUM
Jet Airways,18-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,20:25,19-05-2019 21:05,19-5-2019,9:05 PM,0,24,40,1,No info,14151,MEDIUM
Air India,01-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,21:05,23:55,01-05-2019,11:55 PM,0,2,50,0,No info,6121,LOW
SpiceJet,24-05-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,8:20,10:35,24-05-2019,10:35 AM,0,2,15,0,No check-in baggage included,3543,LOW
Air India,18-05-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,19:45,19-05-2019 19:15,19-5-2019,7:15 PM,0,23,30,2,No info,10651,MEDIUM
Jet Airways,21-05-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,23:05,23-05-2019 4:25,23-5-2019,4:25 AM,1,29,20,2,No info,15129,HIGH
IndiGo,24-06-2019,Delhi,Cochin,DEL?MAA?COK,MAA,NoSTOP,NoSTOP,NoSTOP,7:15,12:30,24-06-2019,12:30 PM,0,5,15,1,No info,6582,LOW
Jet Airways,27-05-2019,Delhi,Cochin,DEL?BHO?BOM?COK,BHO,BOM,NoSTOP,NoSTOP,5:30,12:35,27-05-2019,12:35 PM,0,7,5,2,In-flight meal not included,15544,HIGH
IndiGo,27-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,18:35,28-03-2019 1:35,28-3-2019,1:35 AM,0,7,0,1,No info,8574,LOW
IndiGo,09-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,2:30,4:00,09-03-2019,4:00 AM,0,1,30,0,No info,4784,LOW
IndiGo,03-06-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,5:05,12:10,03-06-2019,12:10 PM,0,7,5,1,No info,6818,LOW
Jet Airways,01-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,14:05,02-03-2019 9:30,2-3-2019,9:30 AM,0,19,25,1,No info,25735,VERY HIGH
Jet Airways,09-04-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,13:25,10-04-2019 19:00,10-4-2019,7:00 PM,1,29,35,2,No info,9483,LOW
Jet Airways,24-06-2019,Delhi,Cochin,DEL?JAI?BOM?COK,JAI,BOM,NoSTOP,NoSTOP,19:30,25-06-2019 12:35,25-6-2019,12:35 PM,0,17,5,2,In-flight meal not included,10368,MEDIUM
Multiple carriers,15-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,21:00,15-05-2019,9:00 PM,0,12,0,1,No info,8073,LOW
IndiGo,01-03-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,22:10,02-03-2019 0:55,2-3-2019,12:55 AM,0,2,45,0,No info,4778,LOW
Jet Airways,18-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,20:00,19-05-2019 4:40,19-5-2019,4:40 AM,0,8,40,1,No info,13941,MEDIUM
Jet Airways,01-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,16:30,22:35,01-05-2019,10:35 PM,0,6,5,1,In-flight meal not included,10844,MEDIUM
Jet Airways,09-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,6:30,19:50,09-05-2019,7:50 PM,0,13,20,1,In-flight meal not included,10844,MEDIUM
SpiceJet,24-05-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,9:00,11:25,24-05-2019,11:25 AM,0,2,25,0,No check-in baggage included,3841,LOW
Jet Airways,15-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,6:30,16:20,15-05-2019,4:20 PM,0,9,50,1,In-flight meal not included,10844,MEDIUM
Jet Airways,27-03-2019,Delhi,Cochin,DEL?MAA?BOM?COK,MAA,BOM,NoSTOP,NoSTOP,5:10,18:50,27-03-2019,6:50 PM,0,13,40,2,In-flight meal not included,8728,LOW
Jet Airways,01-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,20:25,02-05-2019 14:25,2-5-2019,2:25 PM,0,18,0,1,No info,11467,MEDIUM
Multiple carriers,06-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,15:30,06-03-2019,3:30 PM,0,6,30,1,No info,15078,HIGH
Multiple carriers,06-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,17:00,07-06-2019 1:30,7-6-2019,1:30 AM,0,8,30,1,No info,7198,LOW
Air India,24-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,21:00,25-06-2019 7:40,25-6-2019,7:40 AM,0,10,40,1,No info,8372,LOW
Multiple carriers,27-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,16:00,28-05-2019 1:30,28-5-2019,1:30 AM,0,9,30,1,In-flight meal not included,7308,LOW
SpiceJet,27-03-2019,Delhi,Cochin,DEL?PNQ?COK,PNQ,NoSTOP,NoSTOP,NoSTOP,8:45,13:15,27-03-2019,1:15 PM,0,4,30,1,No check-in baggage included,4414,LOW
IndiGo,18-04-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,14:25,16:55,18-04-2019,4:55 PM,0,2,30,0,No info,5224,LOW
Jet Airways,21-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,5:45,16:10,21-03-2019,4:10 PM,0,10,25,1,In-flight meal not included,7832,LOW
IndiGo,09-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,1:30,4:15,09-03-2019,4:15 AM,0,2,45,0,No info,6860,LOW
Multiple carriers,06-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,13:00,07-03-2019 1:35,7-3-2019,1:35 AM,0,12,35,1,In-flight meal not included,15136,HIGH
